Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,
Data,5,record,timestamp,745207544,s,position_lat,404774386,semicircles,position_long,-1399400898,semicircles,distance,8327.02,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207549,s,position_lat,404772784,semicircles,position_long,-1399400819,semicircles,distance,8341.99,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207555,s,position_lat,404771182,semicircles,position_long,-1399400741,semicircles,distance,8356.96,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207560,s,position_lat,404769580,semicircles,position_long,-1399400663,semicircles,distance,8371.93,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207566,s,position_lat,404767978,semicircles,position_long,-1399400584,semicircles,distance,8386.9,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207571,s,position_lat,404766376,semicircles,position_long,-1399400506,semicircles,distance,8401.87,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207577,s,position_lat,404764773,semicircles,position_long,-1399400427,semicircles,distance,8416.83,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207583,s,position_lat,404763171,semicircles,position_long,-1399400349,semicircles,distance,8431.8,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207588,s,position_lat,404761569,semicircles,position_long,-1399400271,semicircles,distance,8446.77,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207594,s,position_lat,404759967,semicircles,position_long,-1399400192,semicircles,distance,8461.74,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207599,s,position_lat,404758365,semicircles,position_long,-1399400114,semicircles,distance,8476.71,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207605,s,position_lat,404756763,semicircles,position_long,-1399400035,semicircles,distance,8491.68,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207610,s,position_lat,404755161,semicircles,position_long,-1399399957,semicircles,distance,8506.65,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207616,s,position_lat,404753559,semicircles,position_long,-1399399879,semicircles,distance,8521.61,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207622,s,position_lat,404751957,semicircles,position_long,-1399399800,semicircles,distance,8536.58,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207627,s,position_lat,404750355,semicircles,position_long,-1399399722,semicircles,distance,8551.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207633,s,position_lat,404748753,semicircles,position_long,-1399399643,semicircles,distance,8566.52,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207638,s,position_lat,404747150,semicircles,position_long,-1399399565,semicircles,distance,8581.49,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207644,s,position_lat,404745548,semicircles,position_long,-1399399487,semicircles,distance,8596.46,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207649,s,position_lat,404744032,semicircles,position_long,-1399399384,semicircles,distance,8610.64,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207655,s,position_lat,404742515,semicircles,position_long,-1399399282,semicircles,distance,8624.82,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207660,s,position_lat,404740998,semicircles,position_long,-1399399180,semicircles,distance,8639.0,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207665,s,position_lat,404739481,semicircles,position_long,-1399399078,semicircles,distance,8653.19,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207670,s,position_lat,404737964,semicircles,position_long,-1399398975,semicircles,distance,8667.37,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207676,s,position_lat,404736447,semicircles,position_long,-1399398873,semicircles,distance,8681.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207681,s,position_lat,404734930,semicircles,position_long,-1399398771,semicircles,distance,8695.73,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207686,s,position_lat,404733618,semicircles,position_long,-1399398532,semicircles,distance,8708.12,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207690,s,position_lat,404732306,semicircles,position_long,-1399398294,semicircles,distance,8720.51,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207694,s,position_lat,404731113,semicircles,position_long,-1399397995,semicircles,distance,8731.89,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207699,s,position_lat,404729919,semicircles,position_long,-1399397697,semicircles,distance,8743.26,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207703,s,position_lat,404728697,semicircles,position_long,-1399397190,semicircles,distance,8755.34,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207708,s,position_lat,404727474,semicircles,position_long,-1399396683,semicircles,distance,8767.41,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207712,s,position_lat,404726251,semicircles,position_long,-1399396176,semicircles,distance,8779.48,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207717,s,position_lat,404725028,semicircles,position_long,-1399395669,semicircles,distance,8791.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207722,s,position_lat,404723716,semicircles,position_long,-1399394913,semicircles,distance,8805.13,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207727,s,position_lat,404722403,semicircles,position_long,-1399394158,semicircles,distance,8818.71,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207732,s,position_lat,404721091,semicircles,position_long,-1399393402,semicircles,distance,8832.29,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207737,s,position_lat,404719977,semicircles,position_long,-1399392487,semicircles,distance,8844.86,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207741,s,position_lat,404718864,semicircles,position_long,-1399391573,semicircles,distance,8857.44,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207746,s,position_lat,404717750,semicircles,position_long,-1399390658,semicircles,distance,8870.02,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207752,s,position_lat,404716498,semicircles,position_long,-1399389465,semicircles,distance,8884.93,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207757,s,position_lat,404715245,semicircles,position_long,-1399388272,semicircles,distance,8899.83,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207762,s,position_lat,404714350,semicircles,position_long,-1399387139,semicircles,distance,8911.95,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207766,s,position_lat,404713455,semicircles,position_long,-1399386005,semicircles,distance,8924.07,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207771,s,position_lat,404712561,semicircles,position_long,-1399384872,semicircles,distance,8936.18,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207775,s,position_lat,404711666,semicircles,position_long,-1399383738,semicircles,distance,8948.3,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207780,s,position_lat,404710851,semicircles,position_long,-1399382366,semicircles,distance,8961.37,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207785,s,position_lat,404710035,semicircles,position_long,-1399380994,semicircles,distance,8974.44,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207790,s,position_lat,404709220,semicircles,position_long,-1399379622,semicircles,distance,8987.51,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207795,s,position_lat,404708405,semicircles,position_long,-1399378250,semicircles,distance,9000.58,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207799,s,position_lat,404707590,semicircles,position_long,-1399376878,semicircles,distance,9013.66,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207804,s,position_lat,404706774,semicircles,position_long,-1399375506,semicircles,distance,9026.73,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207810,s,position_lat,404705888,semicircles,position_long,-1399374058,semicircles,distance,9040.67,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207815,s,position_lat,404705002,semicircles,position_long,-1399372609,semicircles,distance,9054.61,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207820,s,position_lat,404704116,semicircles,position_long,-1399371160,semicircles,distance,9068.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207825,s,position_lat,404703229,semicircles,position_long,-1399369712,semicircles,distance,9082.49,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207830,s,position_lat,404702343,semicircles,position_long,-1399368263,semicircles,distance,9096.43,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207836,s,position_lat,404701457,semicircles,position_long,-1399366814,semicircles,distance,9110.37,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207841,s,position_lat,404700571,semicircles,position_long,-1399365366,semicircles,distance,9124.31,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207844,s,position_lat,404699974,semicircles,position_long,-1399364351,semicircles,distance,9133.94,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207848,s,position_lat,404699378,semicircles,position_long,-1399363337,semicircles,distance,9143.57,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207852,s,position_lat,404698503,semicircles,position_long,-1399362224,semicircles,distance,9155.45,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207857,s,position_lat,404697628,semicircles,position_long,-1399361110,semicircles,distance,9167.32,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207861,s,position_lat,404696753,semicircles,position_long,-1399359997,semicircles,distance,9179.2,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207866,s,position_lat,404695639,semicircles,position_long,-1399358883,semicircles,distance,9192.71,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207871,s,position_lat,404694526,semicircles,position_long,-1399357770,semicircles,distance,9206.22,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207876,s,position_lat,404693412,semicircles,position_long,-1399356656,semicircles,distance,9219.72,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207881,s,position_lat,404692378,semicircles,position_long,-1399355901,semicircles,distance,9231.01,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207885,s,position_lat,404691344,semicircles,position_long,-1399355145,semicircles,distance,9242.3,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207889,s,position_lat,404690310,semicircles,position_long,-1399354390,semicircles,distance,9253.59,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207894,s,position_lat,404688998,semicircles,position_long,-1399353634,semicircles,distance,9267.16,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207899,s,position_lat,404687686,semicircles,position_long,-1399352878,semicircles,distance,9280.74,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207904,s,position_lat,404686373,semicircles,position_long,-1399352123,semicircles,distance,9294.32,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207908,s,position_lat,404685180,semicircles,position_long,-1399351705,semicircles,distance,9305.92,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207913,s,position_lat,404683987,semicircles,position_long,-1399351288,semicircles,distance,9317.51,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207917,s,position_lat,404682794,semicircles,position_long,-1399350870,semicircles,distance,9329.11,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207921,s,position_lat,404681601,semicircles,position_long,-1399350452,semicircles,distance,9340.71,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745207926,s,position_lat,404680408,semicircles,position_long,-1399350214,semicircles,distance,9352.0,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
